[DEBUG AUTHORIZE] User: ef1acd3b-5f5d-46eb-b0a0-31259c488c83 | Requesting: users.manage | Has: academic.create,users.delete,gaji.create,pembayaran.export,rapor.create,academic.update,rapor.update,pengeluaran.read,jadwal.create,absensi.read,rapor.validate,nilai.create,kenaikan.read,kelulusan.create,nilai.update,gaji.read,pengeluaran.create,system.read,nilai.delete,spp.create,kelulusan.validate,system.backup,users.update,absensi.create,jadwal.delete,kelulusan.read,beasiswa.manage,nilai.read,pengeluaran.update,jadwal.read,users.activate,gaji.approve,jadwal.update,pembayaran.create,pengeluaran.delete,catatan.read,gaji.manage,kenaikan.create,academic.read,users.change_password,spp.read,reports.read,notifikasi.read,pembayaran.read,absensi.update,system.manage,users.read,reports.export,pengumuman.read,rapor.read,users.create,users.manage,catatan.create,academic.delete,spp.manage,beasiswa.read,pengeluaran.approve,rapor.publish
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: pembayaran.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: gaji.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: spp.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
[DEBUG AUTHORIZE] User: 03e8dc83-522d-4018-946b-3edd951e4977 | Requesting: beasiswa.read | Has: users.change_password,beasiswa.manage,gaji.read,spp.read,reports.read,notifikasi.read,gaji.create,pembayaran.export,pembayaran.read,pengeluaran.update,pengeluaran.create,reports.export,gaji.approve,pengeluaran.read,pengumuman.read,spp.create,pembayaran.create,pengeluaran.delete,gaji.manage,spp.manage,siswa.read,beasiswa.read,academic.read
